STATE,COUNTY,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031+
MINNESOTA,GOODHUE,"1,626",248,"1,497",822,96,182,244,414,253,29,202,316
MINNESOTA,GRANT,"2,400","1,230","6,084",964,"1,688","1,442","2,168","2,127",731,968,"1,892","2,818"
MINNESOTA,HENNEPIN,54,7,87,144,11,5,110,43,13,42,2,27
MINNESOTA,HOUSTON,"4,201",302,781,994,521,777,"1,229",787,986,80,211,208
MINNESOTA,HUBBARD,85,0,9,0,0,0,19,0,0,0,0,7
MINNESOTA,ISANTI,181,0,34,58,37,107,6,47,47,3,0,155
MINNESOTA,ITASCA,13,15,18,0,0,0,12,0,0,0,48,28
MINNESOTA,JACKSON,"1,321",463,"1,208",219,332,359,345,547,383,392,690,"3,285"
MINNESOTA,KANABEC,14,0,12,30,0,7,6,0,0,0,13,30
MINNESOTA,KANDIYOHI,"2,669","1,456","5,207","2,183","1,639","1,744","2,236","3,508","1,842","2,036","1,049","3,475"
MINNESOTA,KITTSON,"5,491","6,550","13,502","2,366",699,"4,494","5,364","12,679","4,016","2,558","5,757","13,600"
MINNESOTA,KOOCHICHING,12,0,0,0,0,0,24,0,0,0,0,21
MINNESOTA,LAC QUI PARLE,"1,817",890,"1,750","3,400","1,265","1,046","1,249","3,357","1,921","1,225",766,"2,855"
MINNESOTA,LAKE OF THE WOOD,201,148,0,0,0,0,47,83,87,0,112,499
MINNESOTA,LE SUEUR,"3,138",448,"1,280",994,362,"1,060","1,247","2,272",591,981,"1,649","4,485"
MINNESOTA,LINCOLN,"2,704",631,"5,033","2,153","1,029","1,291","2,623","4,754","2,224","1,596","2,174","4,362"
MINNESOTA,LYON,"1,649",385,900,532,302,577,"1,115","2,347","1,244",755,"2,182","6,167"
MINNESOTA,MCLEOD,"1,393",547,284,259,73,436,390,646,622,527,603,"2,079"
MINNESOTA,MAHNOMEN,"1,130",212,"1,156",434,236,342,439,336,271,158,274,326
MINNESOTA,MARSHALL,"16,103","4,097","10,548","6,924","3,194","5,061","9,847","12,652","5,671","5,980","6,380","10,915"
MINNESOTA,MARTIN,780,200,144,133,112,222,148,355,238,180,393,"2,338"
MINNESOTA,MEEKER,"2,555","1,073","1,219",903,709,"1,250","1,541",710,"3,050","1,113",832,"3,611"
MINNESOTA,MILLE LACS,2,0,16,86,38,61,52,55,34,44,98,152
MINNESOTA,MORRISON,626,349,409,555,60,409,247,252,165,77,129,399
MINNESOTA,MOWER,752,597,822,533,201,582,"1,304",983,777,179,"1,455","1,503"
MINNESOTA,MURRAY,"2,232",923,"2,287","1,782",720,649,412,590,596,669,559,"2,317"
MINNESOTA,NICOLLET,440,549,178,25,60,112,373,515,505,201,155,"1,753"
MINNESOTA,NOBLES,"1,022",915,740,531,395,336,617,938,650,605,630,"2,411"
MINNESOTA,NORMAN,"2,517","1,054","1,581",404,108,246,121,491,732,57,255,"1,498"
MINNESOTA,OLMSTED,"1,138",660,617,401,155,652,"1,724","1,331","2,693",63,447,549
MINNESOTA,W OTTER TAIL,"14,665","4,411","3,563","2,145","1,384","3,562","2,724","2,270","1,368","1,931","2,868","5,862"
MINNESOTA,PENNINGTON,"3,239",130,586,696,"2,205","1,226","2,857",486,"1,119","2,024",442,"3,024"
MINNESOTA,PINE,17,0,0,0,0,0,16,0,0,0,30,24
MINNESOTA,PIPESTONE,"1,365",474,968,821,253,280,600,141,73,211,24,676
MINNESOTA,W POLK,"9,861","1,688","2,651","1,859","1,540","2,984","3,655","4,702","3,913","7,332","5,472","6,851"
MINNESOTA,POPE,"3,742","2,438","3,735","1,189",752,"1,027","1,152","1,260",868,"1,434",563,"2,636"
MINNESOTA,RED LAKE,"1,083",206,925,30,844,244,825,295,271,"1,994","1,353","1,065"
MINNESOTA,REDWOOD,"1,880",853,"1,091","1,132",332,586,"1,637",801,985,732,"1,488","5,131"
MINNESOTA,RENVILLE,759,341,412,383,423,732,856,661,600,554,566,"5,549"
MINNESOTA,RICE,"1,991",498,"1,389",742,141,278,468,"2,192",618,284,195,"1,223"
MINNESOTA,ROCK,307,169,181,27,30,89,133,293,154,156,166,"1,232"
MINNESOTA,ROSEAU,"12,743",928,"2,181","3,663","7,720","2,461","1,416","1,308","1,332","5,209","2,013","9,973"
MINNESOTA,N ST LOUIS,0,0,0,0,0,0,0,0,0,0,0,27
MINNESOTA,SCOTT,525,198,230,80,52,118,251,223,145,48,73,246
MINNESOTA,SHERBURNE,252,75,151,84,93,60,60,30,0,21,49,52
MINNESOTA,SIBLEY,444,121,106,157,109,352,"1,085",824,449,416,"1,297","4,106"
MINNESOTA,STEARNS,"3,848","1,661","2,196","2,647","1,893","2,175","1,342","1,086",949,951,220,"1,698"
MINNESOTA,STEELE,"1,642",630,709,227,270,378,873,"1,631",448,874,542,"3,237"
MINNESOTA,STEVENS,"1,588",568,"1,498",729,260,609,723,"1,707","1,139",881,523,"1,629"
MINNESOTA,SWIFT,"2,590","2,406","3,023","1,720","2,322","1,246","1,870","1,507","1,468","2,211",586,"2,912"
MINNESOTA,TODD,"2,253",861,652,"1,464",184,319,"1,497","1,863",237,372,593,"1,073"
MINNESOTA,TRAVERSE,913,"1,244","1,124","1,261",954,"1,049","1,947","2,276","1,005","1,199","1,091","5,019"
MINNESOTA,WABASHA,"1,328",470,"1,318",595,42,257,"1,125",731,667,22,41,254
MINNESOTA,WADENA,91,93,43,7,99,21,109,65,62,24,81,301
MINNESOTA,WASECA,"1,150",310,597,222,103,272,"1,124",870,618,743,242,"2,024"
MINNESOTA,WASHINGTON,79,0,18,0,0,0,2,126,0,0,0,4
MINNESOTA,WATONWAN,327,219,232,536,131,390,330,416,513,505,715,"1,690"
MINNESOTA,WILKIN,"1,490","1,061","1,651",378,416,754,680,"1,036",705,572,613,"2,456"
MINNESOTA,WINONA,"1,470",528,875,"1,009",152,547,731,471,"1,098",18,1,2
MINNESOTA,WRIGHT,"1,620",676,470,349,118,197,548,536,228,13,133,722
MINNESOTA,YELLOW MEDICINE,"2,539","1,100","1,800","1,114",763,"1,185","2,561","2,005","1,019","1,152",648,"3,457"
MISSISSIPPI,ADAMS,949,"1,057",171,25,0,27,0,21,47,0,0,60
MISSISSIPPI,ALCORN,764,"1,052",828,463,116,159,224,104,99,141,17,731
MISSISSIPPI,AMITE,540,614,"3,570",451,20,0,130,0,0,0,0,0
MISSISSIPPI,ATTALA,"2,485","2,624","2,649","2,344",49,118,411,36,952,40,147,454
MISSISSIPPI,BENTON,490,507,783,186,33,566,75,232,45,48,228,204
MISSISSIPPI,BOLIVAR,117,664,"1,809",233,477,376,765,256,74,"1,154",179,"3,376"
MISSISSIPPI,CALHOUN,"1,475","2,091","3,453",621,272,160,"1,043",118,913,551,"1,842","2,782"
MISSISSIPPI,CARROLL,"1,340",607,"4,048","2,027",243,938,635,330,146,47,433,"1,494"
MISSISSIPPI,CHICKASAW,"4,974","3,430","3,190","1,756",770,"1,400",395,339,219,125,801,"3,062"
MISSISSIPPI,CHOCTAW,748,516,"1,183",578,0,94,0,103,252,93,346,684
MISSISSIPPI,CLAIBORNE,"5,709",480,"1,444",30,0,0,206,0,0,0,45,154
MISSISSIPPI,CLARKE,29,79,269,149,0,0,0,0,0,0,6,24
MISSISSIPPI,CLAY,"3,551","1,123","2,099",264,599,852,175,723,874,164,61,"1,680"
MISSISSIPPI,COAHOMA,908,519,263,198,83,277,456,"1,037",936,"3,277",168,"2,380"
MISSISSIPPI,COPIAH,476,"1,243","1,307","1,264",0,196,307,0,0,0,0,0
MISSISSIPPI,COVINGTON,396,622,374,0,0,0,59,0,0,0,0,0
MISSISSIPPI,DESOTO,84,104,224,415,7,66,133,50,14,5,932,"1,049"
MISSISSIPPI,FORREST,182,69,24,0,0,0,0,0,0,0,0,0
MISSISSIPPI,FRANKLIN,272,"1,122",292,101,0,0,0,0,0,0,0,0
MISSISSIPPI,GEORGE,18,0,16,89,0,0,0,0,0,0,0,0
MISSISSIPPI,GREENE,71,0,0,0,0,0,0,0,0,0,0,0
MISSISSIPPI,GRENADA,"1,047","1,381",191,757,103,143,248,43,108,398,352,"2,761"
MISSISSIPPI,HINDS,"2,713",703,"5,108","1,144",48,294,"1,594",611,284,181,547,"1,731"
MISSISSIPPI,HOLMES,"2,260","1,738","3,181","1,171",118,"2,564","2,125","1,002",233,557,416,"1,805"
MISSISSIPPI,HUMPHREYS,56,518,106,0,"1,903","2,887","1,789",881,474,362,353,"1,776"
MISSISSIPPI,ISSAQUENA,320,841,352,10,675,641,203,833,115,64,177,"1,601"
MISSISSIPPI,ITAWAMBA,782,"1,371",527,564,146,201,262,471,312,156,334,757
MISSISSIPPI,JASPER,274,460,173,0,0,0,0,0,0,0,0,0
MISSISSIPPI,JEFFERSON,"1,859",749,501,0,0,0,40,0,0,0,0,24
MISSISSIPPI,JEFFERSON DAVIS,458,20,281,111,0,0,0,0,0,0,0,0
MISSISSIPPI,JONES,238,280,739,212,0,0,18,0,0,0,0,0
MISSISSIPPI,KEMPER,"1,277",347,"1,583",312,15,9,163,23,0,20,218,111
MISSISSIPPI,LAFAYETTE,262,"1,878","1,252",686,115,168,65,32,27,0,293,892
MISSISSIPPI,LAMAR,62,157,163,322,0,0,109,0,0,0,0,0
MISSISSIPPI,LAUDERDALE,300,63,224,144,30,6,0,0,0,0,45,227
MISSISSIPPI,LAWRENCE,317,554,116,79,0,77,0,0,0,0,0,0
MISSISSIPPI,LEAKE,456,"1,182",460,298,0,96,86,74,0,0,453,263
MISSISSIPPI,LEE,711,281,594,684,0,120,54,35,21,56,6,212
MISSISSIPPI,LEFLORE,190,"1,375",270,402,"1,759","1,392","1,060","1,193",909,"1,100","2,186","6,250"
MISSISSIPPI,LINCOLN,316,343,"1,032",51,0,0,0,0,0,0,0,0
MISSISSIPPI,LOWNDES,748,810,857,350,20,265,83,588,162,109,56,"1,363"
MISSISSIPPI,MADISON,"7,784","3,885","4,427",708,49,306,609,"1,841",46,9,163,502
MISSISSIPPI,MARION,539,692,847,539,0,0,123,0,0,0,0,0
MISSISSIPPI,MARSHALL,"1,294",745,"1,569","1,531",109,499,216,160,0,64,660,537
MISSISSIPPI,MONROE,"4,388","1,913","2,799","1,062",255,695,62,866,141,214,310,"1,345"
MISSISSIPPI,MONTGOMERY,"1,401",558,400,460,82,80,722,414,135,34,496,"1,180"
MISSISSIPPI,NESHOBA,505,537,201,443,15,15,352,40,0,103,0,17
MISSISSIPPI,NEWTON,"1,306",792,760,314,19,94,305,33,137,0,74,112
MISSISSIPPI,NOXUBEE,"4,342","2,673","5,539","1,771",4,294,376,"1,137",275,372,107,"1,182"
MISSISSIPPI,OKTIBBEHA,983,"1,320","3,424",25,519,660,93,395,98,35,314,"1,851"
MISSISSIPPI,PANOLA,"6,671","4,800","5,341","2,000",755,231,"4,771","1,895",94,113,681,"8,844"
MISSISSIPPI,PEARL RIVER,606,363,215,917,0,0,451,0,0,0,0,0
MISSISSIPPI,PERRY,287,65,272,0,0,0,0,0,0,0,0,0
MISSISSIPPI,PIKE,30,234,595,475,0,0,94,0,0,0,0,0
MISSISSIPPI,PONTOTOC,"3,104","2,564","4,176",595,287,511,95,268,318,316,"1,833",778
MISSISSIPPI,PRENTISS,"1,696","1,099","1,622",297,271,514,220,131,185,9,816,750
MISSISSIPPI,QUITMAN,"1,615","2,133",624,459,192,474,"1,010","2,027",813,"2,832","2,775","13,778"
MISSISSIPPI,RANKIN,"1,383",896,916,"1,771",58,605,0,5,0,0,36,35
MISSISSIPPI,SCOTT,"1,787","1,356",820,295,21,43,260,7,46,34,76,127
MISSISSIPPI,SHARKEY,447,"1,428",159,0,471,307,"1,058","2,451",302,"1,666",726,"4,605"
MISSISSIPPI,SIMPSON,390,655,"1,103",233,0,67,22,0,4,0,115,0
MISSISSIPPI,SMITH,312,240,233,118,58,177,0,0,0,0,0,0
MISSISSIPPI,STONE,281,0,87,58,0,0,0,0,0,0,0,0
MISSISSIPPI,SUNFLOWER,0,945,716,131,505,223,709,420,165,376,649,"2,279"
MISSISSIPPI,TALLAHATCHIE,"1,726","4,716","2,801",627,0,736,989,948,324,"2,433","1,443","7,133"
MISSISSIPPI,TATE,"1,273",265,574,765,48,41,791,137,29,92,393,"2,560"
MISSISSIPPI,TIPPAH,774,295,651,540,205,352,169,127,580,174,152,471
MISSISSIPPI,TISHOMINGO,336,652,498,261,69,51,338,52,61,41,4,172
MISSISSIPPI,TUNICA,154,601,145,68,222,0,707,580,0,276,446,"1,144"
MISSISSIPPI,UNION,"2,536","1,476","1,246",441,259,188,396,175,100,49,445,"1,767"
MISSISSIPPI,WALTHALL,"1,304",718,"3,022",978,0,0,480,76,0,0,0,0
MISSISSIPPI,WARREN,"2,342",192,130,457,469,164,252,857,493,437,698,"1,784"
MISSISSIPPI,WASHINGTON,65,321,149,73,105,545,744,366,351,765,148,"1,462"
MISSISSIPPI,WAYNE,72,9,16,138,0,0,119,9,0,0,14,72
MISSISSIPPI,WEBSTER,"2,587",311,"1,061",483,271,287,211,201,461,164,234,670
MISSISSIPPI,WILKINSON,"2,644",856,703,105,0,0,0,267,0,0,0,0
MISSISSIPPI,WINSTON,547,264,"1,556",13,0,0,15,0,9,61,84,839
MISSISSIPPI,YALOBUSHA,702,"2,008","1,799",412,0,73,33,116,0,35,65,743
MISSISSIPPI,YAZOO,"7,954","1,002","2,618","2,300","1,500","3,060","4,663","2,982","2,645",884,"1,594","7,513"
MISSOURI,ADAIR,"4,141","3,684","2,408","1,654",112,540,719,9,41,42,3,70
MISSOURI,ANDREW,"1,487","1,200","2,086",746,271,725,814,302,9,8,0,70
MISSOURI,ATCHISON,200,308,"1,353",894,720,379,270,92,74,26,36,86
MISSOURI,AUDRAIN,"1,087","1,685","1,156",681,19,247,472,193,54,12,2,69
MISSOURI,BARRY,25,0,0,0,0,0,2,0,0,0,0,0
MISSOURI,BARTON,"2,044","1,010","1,919",671,12,0,269,241,0,0,0,87
MISSOURI,BATES,734,601,"1,501",904,178,112,308,164,283,47,48,227
MISSOURI,BENTON,77,103,160,45,0,35,7,0,0,0,0,0
MISSOURI,BOLLINGER,220,238,228,322,7,23,171,96,0,0,7,220
MISSOURI,BOONE,407,869,701,370,26,91,115,32,0,4,0,38
MISSOURI,BUCHANAN,703,598,523,390,172,445,437,248,14,70,15,225
MISSOURI,BUTLER,13,41,149,168,104,13,19,48,103,0,0,24
MISSOURI,CALDWELL,"2,927","1,583","3,130","2,613","1,472","1,352","3,676","1,415",204,92,124,"2,205"
MISSOURI,CALLAWAY,"1,135","1,867","1,043","1,564",95,198,551,504,24,1,34,91
MISSOURI,CAMDEN,0,0,0,0,0,0,0,5,0,0,0,0
MISSOURI,CAPE GIRARDEAU,"1,159",789,932,741,231,163,408,663,28,198,40,337
MISSOURI,CARROLL,"3,731","3,568","10,825","8,265","1,026","2,272","7,772","3,794",229,319,"1,743","2,448"
MISSOURI,CARTER,23,4,3,0,0,0,1,0,6,2,0,0
MISSOURI,CASS,"1,774","1,582","1,559",966,52,221,"1,330",44,47,12,0,38
MISSOURI,CEDAR,182,78,277,0,0,0,27,0,0,0,0,108
MISSOURI,CHARITON,"5,701","2,772","6,425","2,169",664,372,"1,459",604,262,3,46,854
MISSOURI,CHRISTIAN,0,0,6,0,0,0,0,0,0,0,0,0
MISSOURI,CLARK,"2,468","2,127","3,294","1,732",64,612,672,420,304,330,422,709
MISSOURI,CLAY,41,0,171,68,98,0,59,0,43,0,0,11
MISSOURI,CLINTON,969,"1,350","1,088",505,231,0,370,35,8,6,0,25
MISSOURI,COLE,201,49,59,118,34,37,85,42,2,2,0,7
MISSOURI,COOPER,"1,011",361,713,"1,015",442,743,757,465,129,111,59,249
MISSOURI,CRAWFORD,61,18,32,0,39,13,36,0,0,0,0,68
MISSOURI,DADE,278,243,265,267,29,9,30,13,49,0,0,119
MISSOURI,DALLAS,37,0,61,0,0,0,0,0,0,0,0,0
MISSOURI,DAVIESS,"6,953","5,861","11,652","5,722",473,756,"2,677",941,212,226,550,945
MISSOURI,DEKALB,"2,009","3,052","8,424","3,414","1,038",114,613,348,83,100,94,329
MISSOURI,DENT,5,6,37,8,0,0,0,0,0,0,6,9
MISSOURI,DOUGLAS,32,4,123,11,0,3,0,0,33,0,0,195
MISSOURI,DUNKLIN,136,100,124,148,26,0,160,0,20,100,31,16
MISSOURI,FRANKLIN,211,415,540,164,5,16,11,154,6,0,7,0
MISSOURI,GASCONADE,267,169,199,94,0,18,80,20,9,1,0,8
MISSOURI,GENTRY,"5,927","15,926","6,463","1,946",518,"2,191",813,"1,596",499,135,77,759
MISSOURI,GREENE,6,2,0,0,0,0,0,0,0,0,0,0
MISSOURI,GRUNDY,"2,309","7,083","11,670","4,325",625,354,"1,060",149,83,41,65,207
MISSOURI,HARRISON,"6,365","9,185","28,939","4,085","1,819","1,941","6,416","2,011",800,600,140,992
MISSOURI,HENRY,452,"1,627","1,097",255,46,18,160,113,448,0,0,33
MISSOURI,HICKORY,0,69,0,92,6,0,0,13,0,0,0,29
MISSOURI,HOLT,813,463,804,724,478,321,593,162,158,18,6,0
MISSOURI,HOWARD,"1,208","1,848","1,133","1,120",389,599,531,391,130,13,80,680
MISSOURI,HOWELL,47,19,0,0,0,15,0,0,0,0,0,0
MISSOURI,IRON,0,0,2,0,0,2,0,0,0,2,0,0
MISSOURI,JACKSON,6,58,15,0,0,4,31,0,0,0,0,0
MISSOURI,JASPER,301,51,450,53,138,149,191,245,2,7,0,10
MISSOURI,JEFFERSON,33,0,0,6,0,3,16,48,0,0,0,0
MISSOURI,JOHNSON,"1,490",883,592,956,103,5,161,174,59,11,10,111
MISSOURI,KNOX,"3,100","2,335","4,541","4,841",525,199,"2,492",667,221,95,371,587
MISSOURI,LACLEDE,0,8,0,0,0,0,0,0,0,0,0,0
MISSOURI,LAFAYETTE,382,130,506,210,2,109,220,214,14,7,63,42
MISSOURI,LAWRENCE,102,91,483,34,0,9,13,0,4,0,0,68
MISSOURI,LEWIS,"1,504","1,007","1,744","2,451",34,631,"1,192",539,83,158,209,141
MISSOURI,LINCOLN,753,579,744,"1,379",27,0,252,134,19,0,40,81
MISSOURI,LINN,"4,549","2,915","9,014","4,324",634,842,"4,128","3,135",218,345,397,"2,594"
MISSOURI,LIVINGSTON,"2,191","4,019","6,714","3,687",286,422,"2,986","1,565",32,0,2,448
MISSOURI,MCDONALD,20,0,0,0,0,0,0,0,0,0,0,0
MISSOURI,MACON,"5,790","3,563","8,607","4,533",493,621,"2,158",396,306,58,76,709
MISSOURI,MADISON,0,4,12,0,0,0,5,0,0,0,0,5
MISSOURI,MARIES,122,109,144,78,0,0,7,0,0,0,0,21
MISSOURI,MARION,"1,633",696,"2,022","1,294",378,211,"1,268",440,172,0,6,15
MISSOURI,MERCER,"4,281","1,505","13,129",655,56,363,"1,070",229,19,16,120,163
MISSOURI,MILLER,0,16,0,11,16,0,0,2,0,0,0,0
MISSOURI,MISSISSIPPI,172,124,40,411,175,154,673,158,82,0,0,307
MISSOURI,MONITEAU,275,555,514,131,78,30,116,120,0,10,3,79
MISSOURI,MONROE,"3,917","2,698","4,925","2,521",527,961,"1,747","1,545",378,42,221,760
MISSOURI,MONTGOMERY,699,413,537,724,18,28,117,29,45,10,34,96
MISSOURI,MORGAN,42,186,243,8,23,5,30,57,0,0,30,11
MISSOURI,NEW MADRID,118,29,11,275,242,80,446,282,295,143,0,486
MISSOURI,NEWTON,164,2,9,3,0,16,0,0,0,0,26,82
MISSOURI,NODAWAY,"5,343","5,669","4,368","6,150","2,136","2,114","1,801","1,310",40,222,274,465
MISSOURI,OREGON,9,7,3,0,0,13,0,6,0,0,0,55
MISSOURI,OSAGE,144,170,42,128,0,53,12,24,37,1,2,80
MISSOURI,PEMISCOT,123,0,149,39,159,29,65,0,0,0,0,283
MISSOURI,PERRY,313,304,442,853,77,99,258,368,124,28,40,377
MISSOURI,PETTIS,605,"1,050","1,029","1,022",280,316,432,433,56,0,18,812
MISSOURI,PHELPS,30,15,23,11,20,0,11,0,0,0,0,19
MISSOURI,PIKE,"1,203","1,365","1,033","1,065",108,761,855,713,94,9,4,2
MISSOURI,PLATTE,226,372,180,210,0,41,8,4,0,0,0,0
MISSOURI,POLK,35,55,211,0,0,10,74,0,0,0,35,12
MISSOURI,PULASKI,0,0,0,0,0,0,14,0,0,0,0,0
MISSOURI,PUTNAM,"3,066","1,145","5,991","1,798",102,419,"1,587",423,504,91,62,"1,172"
MISSOURI,RALLS,"2,735","1,719","2,354","2,291",100,626,609,624,153,31,76,54
MISSOURI,RANDOLPH,"3,314","1,593","5,454","3,110",349,449,"1,415",833,26,30,0,99
MISSOURI,RAY,"1,785","2,273","1,569","2,218",521,652,713,864,356,16,112,"1,702"
MISSOURI,REYNOLDS,3,0,56,6,0,10,0,0,0,0,0,0
MISSOURI,RIPLEY,127,70,260,187,19,0,42,58,0,0,13,93
MISSOURI,ST CHARLES,94,130,206,12,0,6,2,16,0,0,54,0
MISSOURI,ST CLAIR,750,344,178,59,474,109,46,9,0,0,72,185
MISSOURI,STE GENEVIEVE,353,126,117,901,10,47,75,547,0,121,44,118
MISSOURI,ST FRANCOIS,0,0,18,0,0,0,135,109,95,0,12,0
MISSOURI,SALINE,856,438,"1,176","1,052",569,240,449,736,63,80,164,235
MISSOURI,SCHUYLER,"4,383","1,819","2,035","1,269",117,141,203,177,354,9,0,141
MISSOURI,SCOTLAND,"4,885","5,216","6,659","1,646",239,191,633,"1,149",173,41,33,137
MISSOURI,SCOTT,"1,013",650,211,562,489,"1,775","1,833","1,089",76,82,3,88
MISSOURI,SHELBY,"2,226","1,591","2,588","1,592",490,450,"2,816",299,65,0,265,461
MISSOURI,STODDARD,853,"1,941","2,356","2,744",281,122,826,"1,351",34,4,0,41
MISSOURI,STONE,0,0,0,0,54,0,8,0,0,0,0,0
MISSOURI,SULLIVAN,"5,600","3,309","15,127","1,653",409,653,"1,777",876,124,151,170,437
MISSOURI,TANEY,0,0,0,0,3,0,0,0,0,0,0,158
MISSOURI,TEXAS,63,23,83,0,0,0,65,0,0,0,0,226
MISSOURI,VERNON,"1,920","1,863","2,362","1,070",13,46,196,54,214,67,16,623
MISSOURI,WARREN,165,100,137,203,33,33,64,8,0,2,0,25
MISSOURI,WAYNE,96,54,84,17,0,15,0,98,0,46,0,0
MISSOURI,WEBSTER,0,6,0,0,0,0,0,0,0,0,0,10
MISSOURI,WORTH,"2,650","3,738","8,130","2,762","1,242","1,648",807,"1,199",382,171,20,403
MISSOURI,WRIGHT,7,0,0,0,0,0,0,0,0,0,0,0
MONTANA,BEAVERHEAD,127,0,0,0,0,0,0,0,0,0,0,0
MONTANA,BIG HORN,"1,472",703,"4,253","1,638",0,0,0,0,0,0,0,0
MONTANA,BLAINE,"9,986","1,256","4,698","8,251",0,528,"1,802",676,0,0,0,"6,727"
MONTANA,BROADWATER,"1,622",524,931,610,0,0,0,149,478,0,"1,306",18
MONTANA,CARBON,"1,811",306,"1,368",138,0,0,0,0,0,0,0,0
MONTANA,CARTER,"3,659",0,"1,855",476,0,530,0,0,0,0,0,0
MONTANA,CASCADE,"5,210","2,257","1,487","3,455",614,228,"1,298","7,443",103,199,263,23
MONTANA,CHOUTEAU,"25,420","9,859","12,566","6,576","1,112","2,215",668,"1,136","1,371","1,851","1,138","22,174"
MONTANA,DANIELS,"28,572","6,844","10,719","6,142",234,527,"4,769","8,699","1,094",46,"2,953","10,572"
MONTANA,DAWSON,"14,094","9,396","9,041","2,717",0,0,0,0,0,0,0,"2,951"
MONTANA,FALLON,"5,102","2,985","2,760",0,0,0,0,0,0,0,0,0
MONTANA,FERGUS,"4,867","7,870","2,955","1,798",0,0,181,0,0,0,43,"1,011"
MONTANA,FLATHEAD,0,5,0,89,0,0,0,0,0,0,0,0
MONTANA,GALLATIN,0,"1,417",0,0,0,0,0,0,0,0,0,0
MONTANA,GARFIELD,"5,496",74,"11,640",0,0,0,0,0,0,0,0,0
MONTANA,GLACIER,"7,183","1,094","3,308","2,317",80,0,"1,409","2,353",153,0,0,0
MONTANA,GOLDEN VALLEY,"3,289","6,465","8,552","3,860",0,0,0,201,0,0,0,0
MONTANA,HILL,"39,851","5,236","7,219","16,152",850,54,475,"2,263",141,15,0,"2,448"
MONTANA,JEFFERSON,"2,173",0,936,0,0,0,0,0,0,0,0,0
MONTANA,JUDITH BASIN,"1,972",715,"2,209",0,0,0,0,0,0,0,0,0
MONTANA,LAKE,0,0,5,0,0,0,20,0,0,14,0,48
MONTANA,LEWIS AND CLARK,0,127,330,215,0,0,0,0,308,0,0,0
MONTANA,LIBERTY,"10,751","5,150","1,969","1,718",0,219,"1,717",284,0,0,0,"1,680"
MONTANA,MCCONE,"28,911","19,563","14,011","2,850",0,0,39,0,0,0,0,0
MONTANA,MADISON,442,911,"1,254",0,0,0,0,0,0,0,0,0
MONTANA,MEAGHER,0,204,73,0,2,0,0,281,0,1,0,0
MONTANA,MUSSELSHELL,"2,214","6,155","6,389",28,0,0,0,"3,247",0,0,0,128
MONTANA,PARK,784,"1,578","2,755",0,0,0,0,0,0,0,0,642
MONTANA,PETROLEUM,844,"1,446","1,480",706,0,0,0,0,0,0,0,0
MONTANA,PHILLIPS,"13,138","2,183","9,781","14,580",0,539,"1,263","1,715","1,858",0,0,0
MONTANA,PONDERA,"6,542",129,"1,173","1,901",0,377,"1,166","14,084",0,104,110,3
MONTANA,POWDER RIVER,420,0,0,0,0,0,0,0,0,0,0,0
MONTANA,PRAIRIE,"2,462",835,"3,053",667,0,0,0,0,0,4,0,0
MONTANA,RAVALLI,0,0,0,0,15,0,0,0,0,0,0,0
MONTANA,RICHLAND,"17,399","3,394","6,974","10,540",10,0,"2,588",0,0,0,7,"1,347"
MONTANA,ROOSEVELT,"15,051","5,298","3,606","7,468",34,209,"2,100",123,264,0,51,"3,534"
MONTANA,ROSEBUD,"5,326","13,350","5,414","1,082",0,0,0,0,0,0,0,0
MONTANA,SANDERS,0,0,0,0,0,343,0,0,0,0,0,0
MONTANA,SHERIDAN,"3,880","1,370","6,244","2,808",4,"1,407","1,229",876,"5,765",134,"1,981","8,127"
MONTANA,STILLWATER,"4,154","1,297","1,070",738,0,0,0,"9,992",0,0,0,0
MONTANA,SWEET GRASS,224,0,0,0,0,0,675,0,0,0,0,0
MONTANA,TETON,"16,446","2,296","2,832","3,623",473,649,796,"15,367",363,0,892,"4,445"
MONTANA,TOOLE,"16,599","1,601","8,057","8,499",181,"2,282",705,"10,365",628,0,0,"6,725"
MONTANA,VALLEY,"13,548","7,020","11,481","7,796",0,152,"1,762",424,52,0,"1,050",316
MONTANA,WHEATLAND,"3,733","3,775","10,557","4,958",0,0,"1,269",549,0,0,0,0
MONTANA,WIBAUX,"2,390",890,606,233,0,0,0,0,0,0,0,0
MONTANA,YELLOWSTONE,"3,254","1,609","4,256",845,283,0,"1,929","13,804",0,0,0,"3,275"
NEBRASKA,ADAMS,82,54,4,19,0,37,210,12,0,0,7,0
NEBRASKA,ANTELOPE,"1,586","1,013",787,"1,962","1,230",654,"1,349",343,948,38,312,"1,033"
NEBRASKA,BANNER,"7,709","4,394","5,364",708,545,"8,423","3,957","4,341",430,1,468,"29,351"
NEBRASKA,BLAINE,5,0,0,0,0,0,0,0,0,0,0,0
NEBRASKA,BOONE,739,"1,074","1,400",972,133,749,159,315,0,2,12,77
NEBRASKA,BOX BUTTE,"5,680","2,614","1,423",888,403,496,"3,775","2,573",118,74,729,"80,014"
NEBRASKA,BOYD,381,162,171,145,0,36,28,18,19,0,80,229
NEBRASKA,BROWN,710,0,530,0,0,34,0,0,0,0,0,0
NEBRASKA,BUFFALO,430,364,858,41,4,18,179,408,45,2,0,0
NEBRASKA,BURT,"1,866",619,"1,315",378,149,380,"1,431","2,506",400,137,14,80
